"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"2555","NADH to fumarate electron transfer","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"2556","NADH to hydrogen peroxide electron transfer","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2557","NADH to trimethylamine N-oxide electron transfer","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"2558","NADP biosynthesis","Electron Carrier Biosynthesis (99 instances)","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA
"2559","NADPH repair (eukaryotes)",NA,NA,NA,NA,NA,NA,NA
"2560","NADPH repair (prokaryotes)",NA,NA,NA,NA,NA,NA,NA
"2561","NADPH to cytochrome c oxidase via plastocyanin","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"2562","Naphthalene Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2563","naphthalene degradation (aerobic)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2564","naphthalene degradation (anaerobic)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2565","naphthalene degradation to acetyl-CoA","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2566","naphthomycin biosynthesis","Toxin Biosynthesis (205 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"2567","narbomycin, pikromycin and novapikromycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"2568","naringenin biosynthesis (engineered)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"2569","naringenin C-glucosylation","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"2570","naringenin glycoside biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"2571","neoabietic acid biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"2572","neolacto-series glycosphingolipids biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2573","neolinustatin bioactivation","Nitrogen Containing Glucoside Degradation (12 instances)",NA,NA,NA,NA,NA,NA
"2574","neomycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2575","neopentalenoketolactone and pentalenate biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2576","neoxaline biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2577","neoxanthin biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"2578","nepetalactone biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2579","nerol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"2580","neurosporaxanthin biosynthesis","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"2581","neurosporene biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"2582","nevadensin biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"2583","nickel cofactor biosynthesis","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"2584","Nicotinate Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2585","nicotinate degradation I","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2586","nicotinate degradation II","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2587","nicotinate degradation III","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2588","nicotine biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2589","Nicotine Degradation (5 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2590","nicotine degradation I (pyridine pathway)","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"2591","nicotine degradation II (pyrrolidine pathway)","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"2592","nicotine degradation III (VPP pathway)","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"2593","nicotine degradation IV","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"2594","nicotine degradation V","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"2595","Nitrate Reduction (11 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2596","nitrate reduction I (denitrification)","Respiration (65 instances)","Nitrogen Compound Metabolism (33 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2597","nitrate reduction II (assimilatory)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA,NA
"2598","nitrate reduction III (dissimilatory)","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2599","nitrate reduction IV (dissimilatory)","Respiration (65 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA
"2600","nitrate reduction IX (dissimilatory)","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2601","nitrate reduction V (assimilatory)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA,NA
"2602","nitrate reduction VI (assimilatory)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA,NA
"2603","nitrate reduction VII (denitrification)","Respiration (65 instances)","Nitrogen Compound Metabolism (33 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2604","nitrate reduction VIII (dissimilatory)","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2605","nitrate reduction VIIIb (dissimilatory)","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2606","nitrate reduction X (dissimilatory, periplasmic)","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2607","Nitric Oxide Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2608","nitric oxide biosynthesis I (plants)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"2609","nitric oxide biosynthesis II (mammals)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"2610","nitric oxide biosynthesis III (bacteria)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"2611","nitrifier denitrification","Nitrogen Compound Metabolism (33 instances)","Respiration (65 instances)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA
"2612","nitrilotriacetate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2613","nitrite-dependent anaerobic methane oxidation","Nitrogen Compound Metabolism (33 instances)","C1 Compound Utilization and Assimilation (39 instances)",NA,NA,NA,NA,NA
"2614","nitrite biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2615","nitrite oxidation","Generation of Precursor Metabolites and Energy (240 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"2616","nitrite reduction (hemoglobin)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2617","Nitroaromatic Compound Degradation (20 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2618","Nitrobenzene Degradation (3 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2619","nitrobenzene degradation I","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"2620","nitrobenzene degradation II","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"2621","Nitrobenzoate Degradation (3 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2622","nitroethane degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2623","Nitrogen-Containing Glucoside Biosynthesis (18 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2624","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2625","Nitrogen Compound Metabolism (33 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2626","Nitrogen Containing Glucoside Degradation (12 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"2627","Nitrogen Containing Secondary Compound Degradation (23 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2628","Nitrogen fixation (2 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2629","nitrogen fixation I (ferredoxin)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA,NA
"2630","nitrogen fixation II (flavodoxin)","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA,NA
"2631","nitrogen remobilization from senescing leaves",NA,NA,NA,NA,NA,NA,NA
"2632","nitroglycerin degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2633","Nitrophenol Degradation (4 instances)","Aromatic Compound Degradation (227 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"2634","Nitrotoluene Degradation (4 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2635","nivalenol biosynthesis","Sesquiterpenoid Biosynthesis (41 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"2636","nocardicin A biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2637","Non-Protein Amino Acid Biosynthesis (6 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2638","nonaprenyl diphosphate biosynthesis I","Polyprenyl Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"2639","nonaprenyl diphosphate biosynthesis II","Polyprenyl Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"2640","nopaline degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"2641","noradrenaline and adrenaline degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2642","Norlignan Biosynthesis (1 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2643","norspermidine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2644","noscapine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2645","nostoxanthin biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"2646","notoamide C and D biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2647","novobiocin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2648","Nucleic Acid Processing (21 instances)",NA,NA,NA,NA,NA,NA,NA
"2649","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA,NA
"2650","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA,NA
"2651","nucleoside and nucleotide degradation (archaea)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2652","nylon-6 oligomer degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2653","nystatin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"2654","O-Antigen Biosynthesis (45 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"2655","O-antigen building blocks biosynthesis (E. coli)",NA,"Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA
"2656","o-diquinones biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2657","ochratoxin A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"2658","octane oxidation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2659","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2660","octaprenyl diphosphate biosynthesis","Polyprenyl Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"2661","octopamine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2662","octopine degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"2663","odd iso-branched-chain fatty acid biosynthesis","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2664","okenone biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"2665","oleandomycin activation/inactivation","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA,NA,NA
"2666","oleandomycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"2667","oleanolate biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2668","oleate beta-oxidation","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"2669","oleate beta-oxidation (isomerase-dependent, yeast)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"2670","oleate beta-oxidation (reductase-dependent, yeast)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"2671","oleate beta-oxidation (thioesterase-dependent, yeast)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"2672","Oleate Biosynthesis (4 instances)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2673","oleate biosynthesis I (plants)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"2674","oleate biosynthesis II (animals and fungi)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"2675","oleate biosynthesis III (cyanobacteria)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"2676","oleate biosynthesis IV (anaerobic)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"2677","Olefin Biosynthesis (6 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2678","oleoresin monoterpene volatiles biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2679","oleoresin sesquiterpene volatiles biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2680","oligomeric urushiol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2681","Oligosaccharide Biosynthesis (9 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2682","olivetol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2683","omega-sulfo-II-dihydromenaquinone-9 biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"2684","omphalotin biosynthesis","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"2685","ophiobolin F biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2686","ophthalmate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2687","orcinol degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2688","Organic Solute Biosynthesis (25 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2689","ornithine lipid biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2690","orthanilate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2691","oryzalexin A, B, and C biosynthesis","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"2692","oryzalexin D and E biosynthesis","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"2693","oryzalide A biosynthesis","Terpenoid Biosynthesis (203 instances)","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"2694","Other (5 instances)",NA,NA,NA,NA,NA,NA,NA
"2695","Other Amino Acid Biosynthesis (24 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2696","Other Amino Acid Degradation (14 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2697","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA,NA
"2698","oxalate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2699","Oxalate Degradation (6 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2700","oxalate degradation I","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2701","oxalate degradation II","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2702","oxalate degradation III","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2703","oxalate degradation IV","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2704","oxalate degradation V","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2705","oxalate degradation VI","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2706","oxygenic photosynthesis","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2707","p-cumate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2708","p-cumate degradation to 2-hydroxypentadienoate","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2709","p-cymene degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2710","p-cymene degradation to p-cumate","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2711","p-HBAD biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2712","paerucumarin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2713","palmatine biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2714","Palmitate Biosynthesis (3 instances)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2715","palmitate biosynthesis (type II fatty acid synthase)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
