"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"2546","NAD salvage pathway V (PNC V cycle)","Electron Carrier Biosynthesis (99 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA
"2547","NAD(P)/NADPH interconversion",NA,"Carrier Biosynthesis (137 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA
"2548","NADH repair (eukaryotes)",NA,NA,NA,NA,NA,NA,NA
"2549","NADH repair (prokaryotes)",NA,NA,NA,NA,NA,NA,NA
"2550","NADH to cytochrome bd oxidase electron transfer I","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2551","NADH to cytochrome bd oxidase electron transfer II","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2552","NADH to cytochrome bo oxidase electron transfer I","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2553","NADH to cytochrome bo oxidase electron transfer II","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2554","NADH to dimethyl sulfoxide electron transfer","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2555","NADH to fumarate electron transfer","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2556","NADH to hydrogen peroxide electron transfer",NA,NA,NA,NA,NA,NA,NA
"2557","NADH to trimethylamine N-oxide electron transfer","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2558","NADP biosynthesis","Carrier Biosynthesis (137 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA
"2559","NADPH repair (eukaryotes)",NA,NA,NA,NA,NA,NA,NA
"2560","NADPH repair (prokaryotes)",NA,NA,NA,NA,NA,NA,NA
"2561","NADPH to cytochrome c oxidase via plastocyanin","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2562","Naphthalene Degradation (2 instances)",NA,NA,NA,NA,NA,NA,NA
"2563","naphthalene degradation (aerobic)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2564","naphthalene degradation (anaerobic)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2565","naphthalene degradation to acetyl-CoA",NA,NA,NA,NA,NA,NA,NA
"2566","naphthomycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"2567","narbomycin, pikromycin and novapikromycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2568","naringenin biosynthesis (engineered)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2569","naringenin C-glucosylation","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"2570","naringenin glycoside biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"2571","neoabietic acid biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2572","neolacto-series glycosphingolipids biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2573","neolinustatin bioactivation","Nitrogen Containing Secondary Compound Degradation (23 instances)",NA,NA,NA,NA,NA,NA
"2574","neomycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2575","neopentalenoketolactone and pentalenate biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2576","neoxaline biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2577","neoxanthin biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"2578","nepetalactone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2579","nerol biosynthesis","Biosynthesis (1993 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"2580","neurosporaxanthin biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"2581","neurosporene biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"2582","nevadensin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"2583","nickel cofactor biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2584","Nicotinate Degradation (3 instances)",NA,NA,NA,NA,NA,NA,NA
"2585","nicotinate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2586","nicotinate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2587","nicotinate degradation III","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2588","nicotine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2589","Nicotine Degradation (5 instances)",NA,NA,NA,NA,NA,NA,NA
"2590","nicotine degradation I (pyridine pathway)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2591","nicotine degradation II (pyrrolidine pathway)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2592","nicotine degradation III (VPP pathway)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2593","nicotine degradation IV","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2594","nicotine degradation V","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2595","Nitrate Reduction (11 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2596","nitrate reduction I (denitrification)","Generation of Precursor Metabolites and Energy (240 instances)","Inorganic Nutrient Metabolism (142 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2597","nitrate reduction II (assimilatory)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2598","nitrate reduction III (dissimilatory)","Generation of Precursor Metabolites and Energy (240 instances)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2599","nitrate reduction IV (dissimilatory)","Generation of Precursor Metabolites and Energy (240 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"2600","nitrate reduction IX (dissimilatory)","Generation of Precursor Metabolites and Energy (240 instances)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2601","nitrate reduction V (assimilatory)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2602","nitrate reduction VI (assimilatory)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2603","nitrate reduction VII (denitrification)","Generation of Precursor Metabolites and Energy (240 instances)","Inorganic Nutrient Metabolism (142 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2604","nitrate reduction VIII (dissimilatory)","Generation of Precursor Metabolites and Energy (240 instances)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2605","nitrate reduction VIIIb (dissimilatory)","Generation of Precursor Metabolites and Energy (240 instances)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2606","nitrate reduction X (dissimilatory, periplasmic)","Generation of Precursor Metabolites and Energy (240 instances)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2607","Nitric Oxide Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA,NA
"2608","nitric oxide biosynthesis I (plants)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2609","nitric oxide biosynthesis II (mammals)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2610","nitric oxide biosynthesis III (bacteria)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2611","nitrifier denitrification","Inorganic Nutrient Metabolism (142 instances)","Generation of Precursor Metabolites and Energy (240 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA
"2612","nitrilotriacetate degradation",NA,NA,NA,NA,NA,NA,NA
"2613","nitrite-dependent anaerobic methane oxidation","Inorganic Nutrient Metabolism (142 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"2614","nitrite biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2615","nitrite oxidation",NA,NA,NA,NA,NA,NA,NA
"2616","nitrite reduction (hemoglobin)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2617","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA,NA
"2618","Nitrobenzene Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2619","nitrobenzene degradation I","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2620","nitrobenzene degradation II","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"2621","Nitrobenzoate Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2622","nitroethane degradation",NA,NA,NA,NA,NA,NA,NA
"2623","Nitrogen-Containing Glucoside Biosynthesis (18 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2624","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA,NA
"2625","Nitrogen Compound Metabolism (33 instances)",NA,NA,NA,NA,NA,NA,NA
"2626","Nitrogen Containing Glucoside Degradation (12 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2627","Nitrogen Containing Secondary Compound Degradation (23 instances)",NA,NA,NA,NA,NA,NA,NA
"2628","Nitrogen fixation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2629","nitrogen fixation I (ferredoxin)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2630","nitrogen fixation II (flavodoxin)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"2631","nitrogen remobilization from senescing leaves",NA,NA,NA,NA,NA,NA,NA
"2632","nitroglycerin degradation",NA,NA,NA,NA,NA,NA,NA
"2633","Nitrophenol Degradation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"2634","Nitrotoluene Degradation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2635","nivalenol biosynthesis","Terpenoid Biosynthesis (203 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"2636","nocardicin A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2637","Non-Protein Amino Acid Biosynthesis (6 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2638","nonaprenyl diphosphate biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2639","nonaprenyl diphosphate biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2640","nopaline degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2641","noradrenaline and adrenaline degradation",NA,NA,NA,NA,NA,NA,NA
"2642","Norlignan Biosynthesis (1 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2643","norspermidine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2644","noscapine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2645","nostoxanthin biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"2646","notoamide C and D biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2647","novobiocin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2648","Nucleic Acid Processing (21 instances)",NA,NA,NA,NA,NA,NA,NA
"2649","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA,NA
"2650","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA,NA
"2651","nucleoside and nucleotide degradation (archaea)",NA,NA,NA,NA,NA,NA,NA
"2652","nylon-6 oligomer degradation",NA,NA,NA,NA,NA,NA,NA
"2653","nystatin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2654","O-Antigen Biosynthesis (45 instances)","Biosynthesis (1993 instances)","Carbohydrate Biosynthesis (228 instances)","Biosynthesis (1993 instances)","Glycan Pathways (121 instances)",NA,NA,NA
"2655","O-antigen building blocks biosynthesis (E. coli)",NA,"Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA
"2656","o-diquinones biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2657","ochratoxin A biosynthesis","Biosynthesis (1993 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"2658","octane oxidation",NA,NA,NA,NA,NA,NA,NA
"2659","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2660","octaprenyl diphosphate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2661","octopamine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2662","octopine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2663","odd iso-branched-chain fatty acid biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2664","okenone biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"2665","oleandomycin activation/inactivation",NA,NA,NA,NA,NA,NA,NA
"2666","oleandomycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2667","oleanolate biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2668","oleate beta-oxidation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2669","oleate beta-oxidation (isomerase-dependent, yeast)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2670","oleate beta-oxidation (reductase-dependent, yeast)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2671","oleate beta-oxidation (thioesterase-dependent, yeast)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2672","Oleate Biosynthesis (4 instances)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2673","oleate biosynthesis I (plants)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2674","oleate biosynthesis II (animals and fungi)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2675","oleate biosynthesis III (cyanobacteria)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2676","oleate biosynthesis IV (anaerobic)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2677","Olefin Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA,NA
"2678","oleoresin monoterpene volatiles biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2679","oleoresin sesquiterpene volatiles biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2680","oligomeric urushiol biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2681","Oligosaccharide Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA,NA
"2682","olivetol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2683","omega-sulfo-II-dihydromenaquinone-9 biosynthesis","Carrier Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"2684","omphalotin biosynthesis","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2685","ophiobolin F biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"2686","ophthalmate biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2687","orcinol degradation",NA,NA,NA,NA,NA,NA,NA
"2688","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA,NA,NA
"2689","ornithine lipid biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2690","orthanilate degradation",NA,NA,NA,NA,NA,NA,NA
"2691","oryzalexin A, B, and C biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2692","oryzalexin D and E biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"2693","oryzalide A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"2694","Other (5 instances)",NA,NA,NA,NA,NA,NA,NA
"2695","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA,NA
"2696","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA,NA
"2697","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA,NA
"2698","oxalate biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2699","Oxalate Degradation (6 instances)",NA,NA,NA,NA,NA,NA,NA
"2700","oxalate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2701","oxalate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2702","oxalate degradation III","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2703","oxalate degradation IV","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2704","oxalate degradation V","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2705","oxalate degradation VI","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"2706","oxygenic photosynthesis",NA,NA,NA,NA,NA,NA,NA
"2707","p-cumate degradation",NA,NA,NA,NA,NA,NA,NA
"2708","p-cumate degradation to 2-hydroxypentadienoate",NA,NA,NA,NA,NA,NA,NA
"2709","p-cymene degradation",NA,NA,NA,NA,NA,NA,NA
"2710","p-cymene degradation to p-cumate",NA,NA,NA,NA,NA,NA,NA
"2711","p-HBAD biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2712","paerucumarin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"2713","palmatine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2714","Palmitate Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2715","palmitate biosynthesis (type II fatty acid synthase)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2716","palmitate biosynthesis I (type I fatty acid synthase)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2717","palmitate biosynthesis II (type II fatty acid synthase)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2718","palmitate biosynthesis III","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2719","Palmitoleate Biosynthesis (4 instances)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"2720","palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2721","palmitoleate biosynthesis II (plants and bacteria)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2722","palmitoleate biosynthesis III (cyanobacteria)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2723","palmitoleate biosynthesis IV (fungi and animals)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"2724","palmitoyl ethanolamide biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2725","palustric acid biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2726","papaverine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2727","paraoxon degradation",NA,NA,NA,NA,NA,NA,NA
"2728","parathion degradation",NA,NA,NA,NA,NA,NA,NA
"2729","parkeol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"2730","Paromamine Biosynthesis (2 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
