"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"2090","L-histidine degradation V","L-histidine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2091","L-histidine degradation VI","L-histidine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2092","L-homocysteine biosynthesis","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"2093","L-homocysteine Degradation (1 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2094","L-homomethionine biosynthesis","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"2095","L-homophenylalanine biosynthesis","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"2096","L-homoserine biosynthesis","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"2097","L-homoserine Degradation (0 instances)","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"2098","L-idonate degradation","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"2099","L-isoleucine Biosynthesis (6 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2100","L-isoleucine biosynthesis I (from threonine)","L-isoleucine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2101","L-isoleucine biosynthesis II","L-isoleucine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2102","L-isoleucine biosynthesis III","L-isoleucine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2103","L-isoleucine biosynthesis IV","L-isoleucine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2104","L-isoleucine biosynthesis V","L-isoleucine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2105","L-isoleucine Degradation (3 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2106","L-isoleucine degradation I","L-isoleucine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2107","L-isoleucine degradation II","L-isoleucine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2108","L-isoleucine degradation III (oxidative Stickland reaction)","L-isoleucine Degradation (3 instances)","Stickland Fermentation (Oxidative Branch) (5 instances)",NA,NA,NA,NA,NA
"2109","L-lactaldehyde degradation (aerobic)","Lactaldehyde Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2110","L-lactaldehyde degradation (anaerobic)","Lactaldehyde Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2111","L-leucine biosynthesis","L-leucine Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA
"2112","L-leucine Biosynthesis (1 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2113","L-leucine Degradation (5 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2114","L-leucine degradation I","L-leucine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2115","L-leucine degradation II","L-leucine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2116","L-leucine degradation III","L-leucine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2117","L-leucine degradation IV (reductive Stickland reaction)","L-leucine Degradation (5 instances)","Stickland Fermentation (Reductive Branch) (9 instances)",NA,NA,NA,NA,NA
"2118","L-leucine degradation V (oxidative Stickland reaction)","L-leucine Degradation (5 instances)","Stickland Fermentation (Oxidative Branch) (5 instances)",NA,NA,NA,NA,NA
"2119","L-lysine Biosynthesis (6 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2120","L-lysine biosynthesis I","L-lysine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2121","L-lysine biosynthesis II","L-lysine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2122","L-lysine biosynthesis III","L-lysine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2123","L-lysine biosynthesis IV","L-lysine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2124","L-lysine biosynthesis V","L-lysine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2125","L-lysine biosynthesis VI","L-lysine Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2126","L-lysine Degradation (13 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2127","L-lysine degradation I","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2128","L-lysine degradation II (L-pipecolate pathway)","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2129","L-lysine degradation III","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2130","L-lysine degradation IV","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2131","L-lysine degradation IX","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2132","L-lysine degradation V","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2133","L-lysine degradation VI","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2134","L-lysine degradation VII","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2135","L-lysine degradation VIII","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2136","L-lysine degradation X","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2137","L-lysine degradation XI (mammalian)","L-lysine Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2138","L-lysine fermentation to acetate and butanoate","Fermentation to Acetate (21 instances)","Fermentation to Acetate (21 instances)","Fermentation to Butanoate (8 instances)","L-lysine Degradation (13 instances)",NA,NA,NA
"2139","L-lyxonate degradation","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"2140","L-lyxose degradation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"2141","L-malate degradation I","(S)-Malate Degradation (2 instances)","Acid Resistance (4 instances)",NA,NA,NA,NA,NA
"2142","L-malate degradation II","(S)-Malate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2143","L-methionine Biosynthesis (14 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2144","L-methionine biosynthesis I","L-methionine De Novo Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2145","L-methionine biosynthesis II","L-methionine De Novo Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2146","L-methionine biosynthesis III","L-methionine De Novo Biosynthesis (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2147","L-methionine biosynthesis IV","L-methionine De Novo Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"2148","L-methionine De Novo Biosynthesis (7 instances)","L-methionine Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"2149","L-methionine Degradation (4 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2150","L-methionine degradation I (to L-homocysteine)","L-methionine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"2151","L-methionine degradation II","L-methionine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"2152","L-methionine degradation III","L-methionine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"2153","L-methionine Salvage (7 instances)","L-methionine Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"2154","L-methionine salvage cycle I (bacteria and plants)","L-methionine Salvage (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2155","L-methionine salvage cycle II (plants)","L-methionine Salvage (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2156","L-methionine salvage cycle III","L-methionine Salvage (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2157","L-methionine salvage from L-homocysteine","L-methionine Salvage (7 instances)",NA,NA,NA,NA,NA,NA
"2158","L-Ndelta-acetylornithine biosynthesis","L-Ornithine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"2159","L-nicotianamine biosynthesis","Other Amino Acid Biosynthesis (24 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"2160","L-Ornithine Biosynthesis (3 instances)","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"2161","L-ornithine biosynthesis I","L-Ornithine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"2162","L-ornithine biosynthesis II","L-Ornithine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"2163","L-ornithine degradation I (L-proline biosynthesis)","L-proline Biosynthesis (5 instances)","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA
"2164","L-phenylalanine Biosynthesis (4 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2165","L-phenylalanine biosynthesis I","L-phenylalanine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"2166","L-phenylalanine biosynthesis II","L-phenylalanine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"2167","L-phenylalanine biosynthesis III (cytosolic, plants)","L-phenylalanine Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"2168","L-phenylalanine Degradation (6 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2169","L-phenylalanine degradation I (aerobic)","L-phenylalanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2170","L-phenylalanine degradation II (anaerobic)","L-phenylalanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2171","L-phenylalanine degradation III","L-phenylalanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2172","L-phenylalanine degradation IV (mammalian, via side chain)","L-phenylalanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2173","L-phenylalanine degradation V","L-phenylalanine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2174","L-phenylalanine degradation VI (reductive Stickland reaction)","L-phenylalanine Degradation (6 instances)","Stickland Fermentation (Reductive Branch) (9 instances)",NA,NA,NA,NA,NA
"2175","L-piperazate biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"2176","L-Proline Betaine Degradation (2 instances)","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"2177","L-proline Biosynthesis (5 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2178","L-proline biosynthesis I (from L-glutamate)","L-proline Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2179","L-proline biosynthesis II (from arginine)","L-proline Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2180","L-proline biosynthesis III (from L-ornithine)","L-proline Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2181","L-proline biosynthesis IV","L-proline Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2182","L-proline Degradation (2 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2183","L-proline degradation I","L-proline Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"2184","L-proline degradation II (reductive Stickland reaction)","L-proline Degradation (2 instances)","Stickland Fermentation (Reductive Branch) (9 instances)",NA,NA,NA,NA,NA
"2185","L-pyrrolysine biosynthesis","L-pyrrolysine Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA
"2186","L-pyrrolysine Biosynthesis (1 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2187","L-rhamnose Degradation (3 instances)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"2188","L-rhamnose degradation I","L-rhamnose Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2189","L-rhamnose degradation II","L-rhamnose Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2190","L-rhamnose degradation III","L-rhamnose Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2191","L-selenocysteine Biosynthesis (2 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2192","L-selenocysteine biosynthesis I (bacteria)","L-selenocysteine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"2193","L-selenocysteine biosynthesis II (archaea and eukaryotes)","L-selenocysteine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"2194","L-serine Biosynthesis (3 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2195","L-serine biosynthesis I","L-serine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"2196","L-serine biosynthesis II","L-serine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"2197","L-serine degradation","L-serine Degradation (1 instances)",NA,NA,NA,NA,NA,NA
"2198","L-serine Degradation (1 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2199","L-sorbose degradation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"2200","L-threitol degradation","Sugar Alcohol Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"2201","L-threonate degradation","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"2202","L-threonine biosynthesis","L-threonine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"2203","L-threonine Biosynthesis (2 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2204","L-threonine Degradation (6 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2205","L-threonine degradation I","L-threonine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2206","L-threonine degradation II","L-threonine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2207","L-threonine degradation III (to methylglyoxal)","L-threonine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2208","L-threonine degradation IV","L-threonine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2209","L-threonine degradation V","L-threonine Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"2210","L-tryptophan biosynthesis","L-tryptophan Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"2211","L-tryptophan Biosynthesis (2 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2212","L-tryptophan Degradation (13 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2213","L-tryptophan degradation I (via anthranilate)","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2214","L-tryptophan degradation II (via pyruvate)","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2215","L-tryptophan degradation III (eukaryotic)","L-tryptophan Degradation (13 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2216","L-tryptophan degradation IV (via indole-3-lactate)","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2217","L-tryptophan degradation IX","L-tryptophan Degradation (13 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2218","L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2219","L-tryptophan degradation V (side chain pathway)","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2220","L-tryptophan degradation VI (via tryptamine)","Alkaloid Biosynthesis (89 instances)","L-tryptophan Degradation (13 instances)","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA
"2221","L-tryptophan degradation VIII (to tryptophol)","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2222","L-tryptophan degradation X (mammalian, via tryptamine)","L-tryptophan Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"2223","L-tryptophan degradation XI (mammalian, via kynurenine)","L-tryptophan Degradation (13 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2224","L-tryptophan degradation XII (Geobacillus)","L-tryptophan Degradation (13 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"2225","L-tryptophan degradation XIII (reductive Stickland reaction)","L-tryptophan Degradation (13 instances)","Stickland Fermentation (Reductive Branch) (9 instances)","Superpathways (382 instances)",NA,NA,NA,NA
"2226","L-tyrosine Biosynthesis (5 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2227","L-tyrosine biosynthesis I","L-tyrosine Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2228","L-tyrosine biosynthesis II","L-tyrosine Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2229","L-tyrosine biosynthesis III","L-tyrosine Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2230","L-tyrosine biosynthesis IV","L-tyrosine Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"2231","L-tyrosine Degradation (5 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2232","L-tyrosine degradation I","L-tyrosine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2233","L-tyrosine degradation II","L-tyrosine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2234","L-tyrosine degradation III","L-tyrosine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2235","L-tyrosine degradation IV (to 4-methylphenol)","L-tyrosine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"2236","L-tyrosine degradation V (reductive Stickland reaction)","L-tyrosine Degradation (5 instances)","Stickland Fermentation (Reductive Branch) (9 instances)",NA,NA,NA,NA,NA
"2237","L-valine biosynthesis","L-valine Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA
"2238","L-valine Biosynthesis (1 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2239","L-valine Degradation (3 instances)","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"2240","L-valine degradation I","L-valine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2241","L-valine degradation II","L-valine Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2242","L-valine degradation III (oxidative Stickland reaction)","L-valine Degradation (3 instances)","Stickland Fermentation (Oxidative Branch) (5 instances)",NA,NA,NA,NA,NA
"2243","labdane-type diterpenes biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"2244","labdenediol and sclareol biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"2245","lacinilene C biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"2246","Lactaldehyde Degradation (2 instances)","Aldehyde Degradation (11 instances)",NA,NA,NA,NA,NA,NA
"2247","lactate biosynthesis (archaea)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"2248","lacto-series glycosphingolipids biosynthesis","Sphingolipid Biosynthesis (12 instances)",NA,NA,NA,NA,NA,NA
"2249","lactose and galactose degradation I","Galactose Degradation (5 instances)","Lactose Degradation (3 instances)",NA,NA,NA,NA,NA
"2250","Lactose Degradation (3 instances)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"2251","lactose degradation II","Lactose Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2252","lactose degradation III","Lactose Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"2253","lactucaxanthin biosynthesis","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"2254","lambda-carrageenan degradation","Carrageenan Degradation (3 instances)","Carrageenan Degradation (3 instances)",NA,NA,NA,NA,NA
"2255","laminaribiose degradation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"2256","lampranthin biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"2257","lanosterol biosynthesis","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"2258","lathyrine biosynthesis","Non-Protein Amino Acid Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"2259","lauryl-hydroxychlorobactene glucoside biosynthesis","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"2260","lawsone biosynthesis","Quinone Secondary Metabolite Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"2261","leucine-derived hydroxynitrile glucoside biosynthesis","Cyanogenic Glucoside Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
