feature,Enzyme_name,Description,Pathway_ID,Pathway_Name,L2 (Superpathway)
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04111,Cell cycle - yeast,Cell Growth and Death
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04113,Meiosis - yeast,Cell Growth and Death
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04114,Oocyte meiosis,Cell Growth and Death
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04151,PI3K-Akt signaling pathway,#N/A
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04152,AMPK signaling pathway,#N/A
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04261,Adrenergic signaling in cardiomyocytes,#N/A
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04350,TGF-beta signaling pathway,Signal Transduction
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04390,Hippo signaling pathway,#N/A
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04391,Hippo signaling pathway - fly,#N/A
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04530,Tight junction,Cell Communication
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04728,Dopaminergic synapse,#N/A
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko04730,Long-term depression,Nervous System
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko05142,Chagas disease (American trypanosomiasis),Infectious Diseases
K04382,PPP2C,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],ko05160,Hepatitis C,Infectious Diseases
K04478,sgtB,monofunctional glycosyltransferase [EC:2.4.1.-],ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
K04480,mtaB,methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90],ko00680,Methane metabolism,Energy Metabolism
K04480,mtaB,methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90],ko01200,Carbon metabolism,#N/A
K04482,RAD51,DNA repair protein RAD51,ko03440,Homologous recombination,Replication and Repair
K04482,RAD51,DNA repair protein RAD51,ko03460,Fanconi anemia pathway,#N/A
K04482,RAD51,DNA repair protein RAD51,ko05200,Pathways in cancer,Cancers
K04482,RAD51,DNA repair protein RAD51,ko05212,Pancreatic cancer,Cancers
K04486,E3.1.3.15B,histidinol-phosphatase (PHP family) [EC:3.1.3.15],ko00340,Histidine metabolism,Amino Acid Metabolism
K04486,E3.1.3.15B,histidinol-phosphatase (PHP family) [EC:3.1.3.15],ko01230,Biosynthesis of amino acids,#N/A
K04487,"iscS, NFS1",cysteine desulfurase [EC:2.8.1.7],ko00730,Thiamine metabolism,Metabolism of Cofactors and Vitamins
K04487,"iscS, NFS1",cysteine desulfurase [EC:2.8.1.7],ko04122,Sulfur relay system,"Folding, Sorting and Degradation"
K04496,CTBP,C-terminal binding protein,ko04310,Wnt signaling pathway,Signal Transduction
K04496,CTBP,C-terminal binding protein,ko04330,Notch signaling pathway,Signal Transduction
K04496,CTBP,C-terminal binding protein,ko05200,Pathways in cancer,Cancers
K04496,CTBP,C-terminal binding protein,ko05220,Chronic myeloid leukemia,Cancers
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04012,ErbB signaling pathway,Signal Transduction
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04020,Calcium signaling pathway,Signal Transduction
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04024,cAMP signaling pathway,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04066,HIF-1 signaling pathway,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04114,Oocyte meiosis,Cell Growth and Death
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04261,Adrenergic signaling in cardiomyocytes,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04310,Wnt signaling pathway,Signal Transduction
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04713,Circadian entrainment,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04720,Long-term potentiation,Nervous System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04722,Neurotrophin signaling pathway,Nervous System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04725,Cholinergic synapse,Nervous System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04728,Dopaminergic synapse,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04740,Olfactory transduction,Sensory System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04745,Phototransduction - fly,Sensory System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04750,Inflammatory mediator regulation of TRP channels,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04911,Insulin secretion,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04912,GnRH signaling pathway,Endocrine System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04916,Melanogenesis,Endocrine System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04921,Oxytocin signaling pathway,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko04971,Gastric acid secretion,Digestive System
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko05031,Amphetamine addiction,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko05152,Tuberculosis,Infectious Diseases
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko05205,Proteoglycans in cancer,#N/A
K04515,CAMK2,calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17],ko05214,Glioma,Cancers
K04516,"AROA1, aroA",chorismate mutase [EC:5.4.99.5],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K04516,"AROA1, aroA",chorismate mutase [EC:5.4.99.5],ko01230,Biosynthesis of amino acids,#N/A
K04517,tyrA2,prephenate dehydrogenase [EC:1.3.1.12],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K04517,tyrA2,prephenate dehydrogenase [EC:1.3.1.12],ko00401,Novobiocin biosynthesis,Biosynthesis of Other Secondary Metabolites
K04517,tyrA2,prephenate dehydrogenase [EC:1.3.1.12],ko01230,Biosynthesis of amino acids,#N/A
K04518,pheA2,prephenate dehydratase [EC:4.2.1.51],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K04518,pheA2,prephenate dehydratase [EC:4.2.1.51],ko01230,Biosynthesis of amino acids,#N/A
K04561,norB,nitric oxide reductase subunit B [EC:1.7.2.5],ko00910,Nitrogen metabolism,Energy Metabolism
K04562,"flhG, fleN",flagellar biosynthesis protein FlhG,ko02040,Flagellar assembly,Cell Motility
K04564,SOD2,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",ko04068,FoxO signaling pathway,#N/A
K04564,SOD2,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",ko04146,Peroxisome,Transport and Catabolism
K04564,SOD2,"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",ko05016,Huntington's disease,Neurodegenerative Diseases
K04565,SOD1,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",ko04146,Peroxisome,Transport and Catabolism
K04565,SOD1,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",ko05014,Amyotrophic lateral sclerosis (ALS),Neurodegenerative Diseases
K04565,SOD1,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",ko05016,Huntington's disease,Neurodegenerative Diseases
K04565,SOD1,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",ko05020,Prion diseases,Neurodegenerative Diseases
K04566,lysK,"lysyl-tRNA synthetase, class I [EC:6.1.1.6]",ko00970,Aminoacyl-tRNA biosynthesis,Translation
K04567,"KARS, lysS","lysyl-tRNA synthetase, class II [EC:6.1.1.6]",ko00970,Aminoacyl-tRNA biosynthesis,Translation
K04568,poxA,"lysyl-tRNA synthetase, class II [EC:6.1.1.6]",ko00970,Aminoacyl-tRNA biosynthesis,Translation
K04618,GAOA,galactose oxidase [EC:1.1.3.9],ko00052,Galactose metabolism,Carbohydrate Metabolism
K04708,E1.1.1.102,3-dehydrosphinganine reductase [EC:1.1.1.102],ko00600,Sphingolipid metabolism,Lipid Metabolism
K04711,YDC1,dihydroceramidase [EC:3.5.1.-],ko00600,Sphingolipid metabolism,Lipid Metabolism
K04712,DEGS,sphingolipid delta-4 desaturase [EC:1.14.-.-],ko00600,Sphingolipid metabolism,Lipid Metabolism
K04712,DEGS,sphingolipid delta-4 desaturase [EC:1.14.-.-],ko04071,Sphingolipid signaling pathway,#N/A
K04718,SPHK,sphingosine kinase [EC:2.7.1.91],ko00600,Sphingolipid metabolism,Lipid Metabolism
K04718,SPHK,sphingosine kinase [EC:2.7.1.91],ko04020,Calcium signaling pathway,Signal Transduction
K04718,SPHK,sphingosine kinase [EC:2.7.1.91],ko04071,Sphingolipid signaling pathway,#N/A
K04718,SPHK,sphingosine kinase [EC:2.7.1.91],ko04370,VEGF signaling pathway,Signal Transduction
K04718,SPHK,sphingosine kinase [EC:2.7.1.91],ko04666,Fc gamma R-mediated phagocytosis,Immune System
K04718,SPHK,sphingosine kinase [EC:2.7.1.91],ko05152,Tuberculosis,Infectious Diseases
K04719,bluB,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]",ko00740,Riboflavin metabolism,Metabolism of Cofactors and Vitamins
K04720,cobD,threonine-phosphate decarboxylase [EC:4.1.1.81],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K04739,PRKAR,cAMP-dependent protein kinase regulator,ko04210,Apoptosis,Cell Growth and Death
K04739,PRKAR,cAMP-dependent protein kinase regulator,ko04910,Insulin signaling pathway,Endocrine System
K04751,glnB,nitrogen regulatory protein P-II 1,ko02020,Two-component system,Signal Transduction
K04771,"degP, htrA",serine protease Do [EC:3.4.21.107],ko02020,Two-component system,Signal Transduction
K04778,vibH,vibriobactin synthetase,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04780,dhbF,nonribosomal peptide synthetase DhbF,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04781,"mbtI, irp9, ybtS",salicylate synthetase [EC:5.4.4.2 4.2.99.21],ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04782,pchB,isochorismate pyruvate lyase [EC:4.2.99.21],ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04783,"irp5, ybtE",yersiniabactin salicyl-AMP ligase [EC:6.3.2.-],ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04784,"irp2, HMWP2",yersiniabactin nonribosomal peptide synthetase,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04785,"irp3, ybtU","yersiniabactin synthetase, thiazolinyl reductase component",ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04786,"irp1, HMWP1",yersiniabactin nonribosomal peptide/polyketide synthase,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04787,mbtA,mycobactin salicyl-AMP ligase [EC:6.3.2.-],ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04788,mbtB,mycobactin phenyloxazoline synthetase,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04789,mbtE,mycobactin peptide synthetase MbtE,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04790,mbtC,mycobactin polyketide synthetase MbtC,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04791,mbtD,mycobactin polyketide synthetase MbtD,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04792,mbtF,mycobactin peptide synthetase MbtF,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04793,mbtG,mycobactin lysine-N-oxygenase,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of Terpenoids and Polyketides
K04799,"FEN1, RAD2",flap endonuclease-1 [EC:3.-.-.-],ko03030,DNA replication,Replication and Repair
K04799,"FEN1, RAD2",flap endonuclease-1 [EC:3.-.-.-],ko03410,Base excision repair,Replication and Repair
K04799,"FEN1, RAD2",flap endonuclease-1 [EC:3.-.-.-],ko03450,Non-homologous end-joining,Replication and Repair
K04800,rfcL,replication factor C large subunit,ko03030,DNA replication,Replication and Repair
K04801,rfcS,replication factor C small subunit,ko03030,DNA replication,Replication and Repair
K04802,PCNA,proliferating cell nuclear antigen,ko03030,DNA replication,Replication and Repair
K04802,PCNA,proliferating cell nuclear antigen,ko03410,Base excision repair,Replication and Repair
K04802,PCNA,proliferating cell nuclear antigen,ko03420,Nucleotide excision repair,Replication and Repair
K04802,PCNA,proliferating cell nuclear antigen,ko03430,Mismatch repair,Replication and Repair
K04802,PCNA,proliferating cell nuclear antigen,ko04110,Cell cycle,Cell Growth and Death
K04802,PCNA,proliferating cell nuclear antigen,ko05161,Hepatitis B,#N/A
K04802,PCNA,proliferating cell nuclear antigen,ko05166,HTLV-I infection,#N/A
K04835,E4.3.1.2,methylaspartate ammonia-lyase [EC:4.3.1.2],ko00660,C5-Branched dibasic acid metabolism,Carbohydrate Metabolism
K04961,RYR1,ryanodine receptor 1,ko04020,Calcium signaling pathway,Signal Transduction
K04961,RYR1,ryanodine receptor 1,ko04713,Circadian entrainment,#N/A
K04961,RYR1,ryanodine receptor 1,ko04730,Long-term depression,Nervous System
K04961,RYR1,ryanodine receptor 1,ko04921,Oxytocin signaling pathway,#N/A
K04962,RYR2,ryanodine receptor 2,ko04020,Calcium signaling pathway,Signal Transduction
K04962,RYR2,ryanodine receptor 2,ko04024,cAMP signaling pathway,#N/A
K04962,RYR2,ryanodine receptor 2,ko04260,Cardiac muscle contraction,Circulatory System
K04962,RYR2,ryanodine receptor 2,ko04261,Adrenergic signaling in cardiomyocytes,#N/A
K04962,RYR2,ryanodine receptor 2,ko04713,Circadian entrainment,#N/A
K04962,RYR2,ryanodine receptor 2,ko04911,Insulin secretion,#N/A
K04962,RYR2,ryanodine receptor 2,ko04921,Oxytocin signaling pathway,#N/A
K04962,RYR2,ryanodine receptor 2,ko04972,Pancreatic secretion,Digestive System
K04962,RYR2,ryanodine receptor 2,ko05410,Hypertrophic cardiomyopathy (HCM),Cardiovascular Diseases
K04962,RYR2,ryanodine receptor 2,ko05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),Cardiovascular Diseases
K04962,RYR2,ryanodine receptor 2,ko05414,Dilated cardiomyopathy,#N/A
K04963,RYR3,ryanodine receptor 3,ko04020,Calcium signaling pathway,Signal Transduction
K04963,RYR3,ryanodine receptor 3,ko04713,Circadian entrainment,#N/A
K04963,RYR3,ryanodine receptor 3,ko04921,Oxytocin signaling pathway,#N/A
K04963,RYR3,ryanodine receptor 3,ko04970,Salivary secretion,Digestive System
K04963,RYR3,ryanodine receptor 3,ko05010,Alzheimer's disease,Neurodegenerative Diseases
K05149,"TNFRSF12A, FN14, TWEAKR",tumor necrosis factor receptor superfamily member 12A,ko04060,Cytokine-cytokine receptor interaction,Signaling Molecules and Interaction
K05275,E1.1.1.65,pyridoxine 4-dehydrogenase [EC:1.1.1.65],ko00750,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins
K05281,E1.3.1.45,2'-hydroxyisoflavone reductase [EC:1.3.1.45],ko00943,Isoflavonoid biosynthesis,Biosynthesis of Other Secondary Metabolites
K05296,E1.1.1.51,3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51],ko00140,Steroid hormone biosynthesis,Lipid Metabolism
K05296,E1.1.1.51,3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51],ko00984,Steroid degradation,Xenobiotics Biodegradation and Metabolism
K05297,E1.18.1.1,rubredoxin-NAD+ reductase [EC:1.18.1.1],ko00071,Fatty acid degradation,Lipid Metabolism
K05299,fdhA1,formate dehydrogenase alpha subunit [EC:1.2.1.43],ko00680,Methane metabolism,Energy Metabolism
K05299,fdhA1,formate dehydrogenase alpha subunit [EC:1.2.1.43],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K05299,fdhA1,formate dehydrogenase alpha subunit [EC:1.2.1.43],ko01200,Carbon metabolism,#N/A
K05301,E1.8.2.1,sulfite dehydrogenase [EC:1.8.2.1],ko00920,Sulfur metabolism,Energy Metabolism
K05304,"NANS, SAS",sialic acid synthase [EC:2.5.1.56 2.5.1.57],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K05305,FUK,fucokinase [EC:2.7.1.52],ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K05305,FUK,fucokinase [EC:2.7.1.52],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K05306,phnX,phosphonoacetaldehyde hydrolase [EC:3.11.1.1],ko00440,Phosphonate and phosphinate metabolism,Metabolism of Other Amino Acids
K05308,gnaD,gluconate/galactonate dehydratase [EC:4.2.1.140],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K05308,gnaD,gluconate/galactonate dehydratase [EC:4.2.1.140],ko00052,Galactose metabolism,Carbohydrate Metabolism
K05308,gnaD,gluconate/galactonate dehydratase [EC:4.2.1.140],ko01200,Carbon metabolism,#N/A
K05338,lrgA,holin-like protein,ko02020,Two-component system,Signal Transduction
K05339,lrgB,holin-like protein LrgB,ko02020,Two-component system,Signal Transduction
K05341,E2.4.1.4,amylosucrase [EC:2.4.1.4],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K05342,E2.4.1.64,"alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]",ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K05343,treS,maltose alpha-D-glucosyltransferase/ alpha-amylase [EC:5.4.99.16 3.2.1.1],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K05344,E2.7.1.41,glucose-1-phosphate phosphodismutase [EC:2.7.1.41],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K05344,E2.7.1.41,glucose-1-phosphate phosphodismutase [EC:2.7.1.41],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K05349,bglX,beta-glucosidase [EC:3.2.1.21],ko00460,Cyanoamino acid metabolism,Metabolism of Other Amino Acids
K05349,bglX,beta-glucosidase [EC:3.2.1.21],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K05349,bglX,beta-glucosidase [EC:3.2.1.21],ko00940,Phenylpropanoid biosynthesis,Biosynthesis of Other Secondary Metabolites
K05350,bglB,beta-glucosidase [EC:3.2.1.21],ko00460,Cyanoamino acid metabolism,Metabolism of Other Amino Acids
K05350,bglB,beta-glucosidase [EC:3.2.1.21],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K05350,bglB,beta-glucosidase [EC:3.2.1.21],ko00940,Phenylpropanoid biosynthesis,Biosynthesis of Other Secondary Metabolites
K05351,E1.1.1.9,D-xylulose reductase [EC:1.1.1.9],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K05352,tarJ,ribitol-5-phosphate 2-dehydrogenase [EC:1.1.1.137],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K05355,"hexPS, COQ1",hexaprenyl-diphosphate synthase [EC:2.5.1.82 2.5.1.83],ko00900,Terpenoid backbone biosynthesis,Metabolism of Terpenoids and Polyketides
K05356,"SPS, sds",all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85],ko00900,Terpenoid backbone biosynthesis,Metabolism of Terpenoids and Polyketides
K05358,quiA,quinate dehydrogenase (quinone) [EC:1.1.5.8],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K05359,"ADT, PDT",arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K05359,"ADT, PDT",arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51],ko01230,Biosynthesis of amino acids,#N/A
K05362,"E6.3.2.7, murE",UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7],ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
K05363,murM,serine/alanine adding enzyme [EC:2.3.2.10],ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
K05364,E2.4.1.129,peptidoglycan glycosyltransferase [EC:2.4.1.129],ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
